Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,CouncilArea,Regionname,Price_per_Room,Room_to_Bathroom_Ratio,Property_Age
3,0,1300000.0,14.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2356.0,1,5,433333.3333333333,1.5,54.0
3,1,1200000.0,14.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2356.0,1,5,400000.0,1.5,54.0
4,0,1650000.0,4.6,4.0,2.0,2.0,317.0,210.0,2005.0,-37.8344,145.0422,11308.0,2,5,412500.0,1.3333333333333333,19.0
4,0,2670000.0,4.6,4.0,2.0,1.0,336.0,235.0,1905.0,-37.8183,145.0371,11308.0,2,5,667500.0,1.3333333333333333,119.0
3,0,1480000.0,4.6,3.0,1.0,0.0,228.0,116.0,1970.0,-37.8157,145.0263,11308.0,2,5,493333.3333333333,1.5,54.0
1,2,348000.0,4.6,1.0,1.0,1.0,0.0,53.0,1950.0,-37.8303,145.0341,11308.0,2,5,348000.0,0.5,74.0
1,2,320000.0,4.6,1.0,1.0,0.0,0.0,131.0,1970.0,-37.8235,145.0258,11308.0,2,5,320000.0,0.5,54.0
3,2,1189000.0,4.6,3.0,1.0,1.0,181.0,122.0,1969.0,-37.8243,145.0328,11308.0,2,5,396333.3333333333,1.5,55.0
2,2,610000.0,4.6,2.0,2.0,1.0,85.0,82.0,2014.0,-37.8154,145.0369,11308.0,2,5,305000.0,0.6666666666666666,10.0
2,2,575000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8263,145.0257,11308.0,2,5,287500.0,1.0,54.0
2,2,600000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.816,145.0272,11308.0,2,5,300000.0,1.0,54.0
1,2,492000.0,4.6,1.0,1.0,1.0,0.0,63.0,1995.0,-37.8299,145.0422,11308.0,2,5,492000.0,0.5,29.0
2,2,891000.0,4.6,3.0,1.0,1.0,1585.0,131.0,1970.0,-37.8186,145.017,11308.0,2,5,445500.0,1.0,54.0
2,2,806000.0,4.6,2.0,1.0,1.0,0.0,64.0,1930.0,-37.8249,145.0342,11308.0,2,5,403000.0,1.0,94.0
3,0,1575000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,525000.0,1.5,54.0
2,0,1155000.0,4.6,2.0,1.0,2.0,235.0,131.0,1970.0,-37.8153,145.0231,11308.0,2,5,577500.0,1.0,54.0
3,0,2000000.0,4.6,3.0,2.0,1.0,460.0,176.0,1940.0,-37.8155,145.019,11308.0,2,5,666666.6666666666,1.0,84.0
2,2,500000.0,4.6,2.0,1.0,1.0,0.0,131.0,2007.0,-37.8287,145.035,11308.0,2,5,250000.0,1.0,17.0
1,2,350000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,350000.0,0.5,54.0
2,2,753000.0,4.6,2.0,1.0,2.0,0.0,88.0,1960.0,-37.8186,145.017,11308.0,2,5,376500.0,1.0,64.0
1,2,330000.0,4.6,1.0,1.0,1.0,0.0,52.0,1970.0,-37.8177,145.0424,11308.0,2,5,330000.0,0.5,54.0
3,0,1420000.0,4.6,3.0,1.0,0.0,218.0,108.0,1890.0,-37.8214,145.0437,11308.0,2,5,473333.3333333333,1.5,134.0
3,2,780000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,260000.0,1.5,54.0
3,2,956000.0,4.6,3.0,2.0,2.0,189.0,131.0,1970.0,-37.8258,145.0446,11308.0,2,5,318666.6666666667,1.0,54.0
2,2,418000.0,4.6,2.0,1.0,0.0,1056.0,131.0,1970.0,-37.8261,145.0349,11308.0,2,5,209000.0,1.0,54.0
2,2,495000.0,4.6,2.0,1.0,1.0,0.0,60.0,2014.0,-37.8216,145.0343,11308.0,2,5,247500.0,1.0,10.0
2,2,525000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8265,145.0257,11308.0,2,5,262500.0,1.0,54.0
1,2,292000.0,4.6,1.0,1.0,0.0,0.0,56.0,1966.0,-37.8294,145.0382,11308.0,2,5,292000.0,0.5,58.0
2,2,430000.0,4.6,2.0,1.0,1.0,1997.0,131.0,1970.0,-37.8248,145.0282,11308.0,2,5,215000.0,1.0,54.0
1,2,365000.0,4.6,1.0,1.0,1.0,0.0,131.0,1975.0,-37.8272,145.0444,11308.0,2,5,365000.0,0.5,49.0
2,2,580000.0,4.6,2.0,1.0,1.0,1089.0,76.0,2003.0,-37.8143,145.0322,11308.0,2,5,290000.0,1.0,21.0
3,0,1300000.0,4.6,3.0,2.0,1.0,341.0,155.0,1938.0,-37.8236,145.0425,11308.0,2,5,433333.3333333333,1.0,86.0
3,0,1300000.0,4.6,3.0,1.0,0.0,232.0,90.0,1900.0,-37.8173,145.0252,11308.0,2,5,433333.3333333333,1.5,124.0
2,2,575000.0,4.6,2.0,2.0,1.0,0.0,131.0,1970.0,-37.8213,145.0291,11308.0,2,5,287500.0,0.6666666666666666,54.0
2,2,500000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,250000.0,1.0,54.0
1,2,335000.0,4.6,1.0,1.0,1.0,3132.0,131.0,1970.0,-37.8276,145.0342,11308.0,2,5,335000.0,0.5,54.0
2,2,440000.0,4.6,2.0,1.0,1.0,0.0,52.0,1970.0,-37.8192,145.0385,11308.0,2,5,220000.0,1.0,54.0
3,2,1000000.0,4.6,3.0,3.0,2.0,0.0,145.0,1999.0,-37.8144,145.0153,11308.0,2,5,333333.3333333333,0.75,25.0
4,0,2610000.0,4.6,4.0,2.0,7.0,0.0,131.0,1970.0,-37.8187,145.0272,11308.0,2,5,652500.0,1.3333333333333333,54.0
2,2,680000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.8299,145.0422,11308.0,2,5,340000.0,1.0,54.0
3,0,1741000.0,4.6,3.0,1.0,1.0,383.0,109.0,1910.0,-37.8155,145.0385,11308.0,2,5,580333.3333333334,1.5,114.0
3,0,2325000.0,4.6,3.0,2.0,1.0,373.0,131.0,1970.0,-37.8281,145.0391,11308.0,2,5,775000.0,1.0,54.0
2,2,545000.0,4.6,2.0,1.0,1.0,0.0,131.0,2004.0,-37.8258,145.0446,11308.0,2,5,272500.0,1.0,20.0
2,2,655000.0,4.6,2.0,1.0,1.0,0.0,78.0,1960.0,-37.8343,145.0364,11308.0,2,5,327500.0,1.0,64.0
2,0,2920000.0,4.6,2.0,1.0,3.0,791.0,131.0,1928.0,-37.8251,145.0385,11308.0,2,5,1460000.0,1.0,96.0
1,2,488000.0,4.6,1.0,1.0,1.0,0.0,57.0,2004.0,-37.8272,145.0343,11308.0,2,5,488000.0,0.5,20.0
3,0,1510000.0,4.6,3.0,2.0,2.0,264.0,131.0,1970.0,-37.8163,145.0301,11308.0,2,5,503333.3333333333,1.0,54.0
2,2,600000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,300000.0,1.0,54.0
1,2,450000.0,4.6,1.0,1.0,1.0,0.0,131.0,1970.0,-37.8237,145.0242,11308.0,2,5,450000.0,0.5,54.0
3,0,2065000.0,4.6,3.0,1.0,1.0,351.0,150.0,1910.0,-37.8165,145.021,11308.0,2,5,688333.3333333334,1.5,114.0
1,2,390000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,390000.0,0.5,54.0
1,2,350000.0,4.6,1.0,1.0,1.0,0.0,51.0,1960.0,-37.8208,145.0456,11308.0,2,5,350000.0,0.5,64.0
2,2,450000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,225000.0,1.0,54.0
2,2,645000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8314,145.0353,11308.0,2,5,322500.0,1.0,54.0
3,1,1400000.0,4.6,3.0,2.0,2.0,299.0,131.0,1960.0,-37.8299,145.0387,11308.0,2,5,466666.6666666667,1.0,64.0
3,0,1712000.0,4.6,3.0,1.0,1.0,342.0,130.0,1900.0,-37.814,145.0212,11308.0,2,5,570666.6666666666,1.5,124.0
2,2,520000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8185,145.0235,11308.0,2,5,260000.0,1.0,54.0
1,2,480000.0,4.6,1.0,1.0,1.0,0.0,50.0,1940.0,-37.8128,145.0171,11308.0,2,5,480000.0,0.5,84.0
2,2,571000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,285500.0,1.0,54.0
2,2,630000.0,4.6,2.0,1.0,1.0,71.0,131.0,1970.0,-37.8268,145.0267,11308.0,2,5,315000.0,1.0,54.0
2,2,517000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8261,145.0254,11308.0,2,5,258500.0,1.0,54.0
1,2,320000.0,4.6,1.0,1.0,1.0,0.0,131.0,1970.0,-37.827,145.0444,11308.0,2,5,320000.0,0.5,54.0
2,0,1828500.0,4.6,2.0,1.0,0.0,243.0,131.0,1885.0,-37.8202,145.0409,11308.0,2,5,914250.0,1.0,139.0
1,2,400000.0,4.6,1.0,1.0,1.0,0.0,41.0,1950.0,-37.8155,145.0161,11308.0,2,5,400000.0,0.5,74.0
4,2,1650000.0,4.6,4.0,2.0,3.0,207.0,180.0,2002.0,-37.8271,145.0243,11308.0,2,5,412500.0,1.3333333333333333,22.0
2,2,587500.0,4.6,2.0,1.0,1.0,1099.0,72.0,1965.0,-37.8271,145.0347,11308.0,2,5,293750.0,1.0,59.0
2,2,560000.0,4.6,2.0,1.0,1.0,0.0,70.0,2013.0,-37.8268,145.0344,11308.0,2,5,280000.0,1.0,11.0
4,0,1936000.0,4.6,4.0,2.0,1.0,218.0,173.0,1890.0,-37.8142,145.0252,11308.0,2,5,484000.0,1.3333333333333333,134.0
2,2,560000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,280000.0,1.0,54.0
2,2,487500.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.814,145.021,11308.0,2,5,243750.0,1.0,54.0
3,2,630000.0,4.6,3.0,1.0,1.0,0.0,75.0,1970.0,-37.8153,145.021,11308.0,2,5,210000.0,1.5,54.0
3,0,1560000.0,4.6,3.0,2.0,0.0,198.0,148.0,1910.0,-37.8169,145.0234,11308.0,2,5,520000.0,1.0,114.0
2,0,2265000.0,4.6,2.0,1.0,1.0,460.0,131.0,1970.0,-37.8173,145.0248,11308.0,2,5,1132500.0,1.0,54.0
3,2,840000.0,4.6,3.0,2.0,2.0,0.0,88.0,2014.0,-37.8268,145.0344,11308.0,2,5,280000.0,1.0,10.0
3,0,1780000.0,4.6,3.0,3.0,2.0,88.0,178.0,2011.0,-37.824,145.0427,11308.0,2,5,593333.3333333334,0.75,13.0
2,2,605000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8268,145.0257,11308.0,2,5,302500.0,1.0,54.0
3,0,1995000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,665000.0,1.5,54.0
2,2,535000.0,4.6,2.0,1.0,1.0,1228.0,131.0,1970.0,-37.8185,145.0236,11308.0,2,5,267500.0,1.0,54.0
2,2,815000.0,4.6,2.0,1.0,1.0,0.0,93.0,1940.0,-37.8184,145.0163,11308.0,2,5,407500.0,1.0,84.0
3,2,1975000.0,4.6,3.0,2.0,1.0,0.0,196.0,2010.0,-37.8235,145.029,11308.0,2,5,658333.3333333334,1.0,14.0
2,2,445000.0,4.6,2.0,1.0,1.0,0.0,131.0,1960.0,-37.8249,145.026,11308.0,2,5,222500.0,1.0,64.0
2,2,663000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8166,145.0163,11308.0,2,5,331500.0,1.0,54.0
2,2,657500.0,4.6,2.0,1.0,1.0,728.0,73.0,1965.0,-37.8177,145.0424,11308.0,2,5,328750.0,1.0,59.0
1,2,445000.0,4.6,1.0,1.0,1.0,0.0,52.0,1970.0,-37.8261,145.0269,11308.0,2,5,445000.0,0.5,54.0
2,2,750000.0,4.6,2.0,1.0,1.0,747.0,131.0,2007.0,-37.8287,145.035,11308.0,2,5,375000.0,1.0,17.0
3,0,1180000.0,4.6,3.0,1.0,3.0,218.0,92.0,1900.0,-37.8176,145.0204,11308.0,2,5,393333.3333333333,1.5,124.0
2,2,470000.0,4.6,2.0,1.0,1.0,0.0,70.0,1970.0,-37.813,145.0207,11308.0,2,5,235000.0,1.0,54.0
2,2,485000.0,4.6,2.0,1.0,1.0,0.0,76.0,2005.0,-37.8226,145.0368,11308.0,2,5,242500.0,1.0,19.0
1,2,290000.0,4.6,1.0,1.0,1.0,1568.0,131.0,1970.0,-37.8308,145.034,11308.0,2,5,290000.0,0.5,54.0
4,0,1800000.0,4.6,3.0,2.0,4.0,601.0,158.0,1940.0,-37.839,145.0418,11308.0,2,5,450000.0,1.3333333333333333,84.0
2,2,805000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8235,145.0294,11308.0,2,5,402500.0,1.0,54.0
3,0,1855000.0,4.6,3.0,1.0,1.0,304.0,125.0,1900.0,-37.8253,145.0287,11308.0,2,5,618333.3333333334,1.5,124.0
3,0,1377000.0,4.6,3.0,1.0,2.0,314.0,131.0,1890.0,-37.8202,145.0404,11308.0,2,5,459000.0,1.5,134.0
2,2,665000.0,4.6,2.0,1.0,3.0,0.0,70.0,1965.0,-37.8183,145.0194,11308.0,2,5,332500.0,1.0,59.0
2,2,751000.0,4.6,2.0,1.0,1.0,711.0,131.0,1970.0,-37.8144,145.0328,11308.0,2,5,375500.0,1.0,54.0
3,0,1551000.0,4.6,3.0,1.0,1.0,199.0,103.0,1890.0,-37.8172,145.0243,11308.0,2,5,517000.0,1.5,134.0
1,2,415000.0,4.6,1.0,1.0,1.0,0.0,131.0,1970.0,-37.8192,145.0221,11308.0,2,5,415000.0,0.5,54.0
2,2,743000.0,4.6,2.0,1.0,2.0,0.0,131.0,1970.0,-37.8249,145.0405,11308.0,2,5,371500.0,1.0,54.0
1,2,420000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,420000.0,0.5,54.0
2,0,1535000.0,4.6,2.0,1.0,0.0,243.0,131.0,1970.0,-37.8198,145.0245,11308.0,2,5,767500.0,1.0,54.0
2,2,612500.0,4.6,2.0,1.0,1.0,859.0,71.0,1960.0,-37.8183,145.0423,11308.0,2,5,306250.0,1.0,64.0
3,0,2410000.0,4.6,3.0,2.0,0.0,249.0,171.0,1890.0,-37.8169,145.021,11308.0,2,5,803333.3333333334,1.0,134.0
2,2,690000.0,4.6,2.0,1.0,1.0,82.0,131.0,1970.0,-37.818,145.0268,11308.0,2,5,345000.0,1.0,54.0
3,2,1410000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,470000.0,1.5,54.0
2,2,695000.0,4.6,2.0,1.0,1.0,3194.0,131.0,1970.0,-37.8305,145.0341,11308.0,2,5,347500.0,1.0,54.0
2,2,715000.0,4.6,2.0,1.0,1.0,0.0,82.0,2001.0,-37.8142,145.0308,11308.0,2,5,357500.0,1.0,23.0
3,0,2375000.0,4.6,3.0,2.0,2.0,472.0,131.0,1970.0,-37.8171,145.0252,11308.0,2,5,791666.6666666666,1.0,54.0
2,2,530000.0,4.6,2.0,1.0,1.0,504.0,131.0,1970.0,-37.826,145.0349,11308.0,2,5,265000.0,1.0,54.0
2,2,752000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,376000.0,1.0,54.0
3,0,1980000.0,4.6,3.0,2.0,1.0,151.0,131.0,1970.0,-37.8219,145.0241,11308.0,2,5,660000.0,1.0,54.0
2,1,1055000.0,4.6,2.0,2.0,1.0,191.0,151.0,1975.0,-37.813,145.0167,11308.0,2,5,527500.0,0.6666666666666666,49.0
4,0,1976000.0,4.6,4.0,2.0,2.0,410.0,275.0,1890.0,-37.8246,145.026,11308.0,2,5,494000.0,1.3333333333333333,134.0
1,2,382000.0,4.6,1.0,1.0,1.0,0.0,131.0,1970.0,-37.8339,145.0335,11308.0,2,5,382000.0,0.5,54.0
1,2,275000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,275000.0,0.5,54.0
1,2,499000.0,4.6,1.0,1.0,1.0,0.0,56.0,1960.0,-37.8158,145.0342,11308.0,2,5,499000.0,0.5,64.0
2,2,495000.0,4.6,2.0,1.0,1.0,0.0,85.0,1970.0,-37.8157,145.0273,11308.0,2,5,247500.0,1.0,54.0
3,0,1400000.0,4.6,3.0,2.0,1.0,164.0,126.0,1890.0,-37.8159,145.0219,11308.0,2,5,466666.6666666667,1.0,134.0
1,2,370000.0,4.6,1.0,1.0,1.0,0.0,44.0,2014.0,-37.8222,145.0329,11308.0,2,5,370000.0,0.5,10.0
2,2,627500.0,4.6,2.0,2.0,2.0,0.0,89.0,2000.0,-37.8213,145.0224,11308.0,2,5,313750.0,0.6666666666666666,24.0
2,2,710000.0,4.6,2.0,2.0,1.0,0.0,131.0,1970.0,-37.8264,145.027,11308.0,2,5,355000.0,0.6666666666666666,54.0
1,2,485000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8264,145.027,11308.0,2,5,485000.0,0.5,54.0
1,2,310000.0,4.6,1.0,1.0,1.0,0.0,131.0,1970.0,-37.8216,145.0343,11308.0,2,5,310000.0,0.5,54.0
1,2,393000.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11308.0,2,5,393000.0,0.5,54.0
2,2,450000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.8186,145.0423,11308.0,2,5,225000.0,1.0,54.0
3,0,2160000.0,4.6,3.0,2.0,2.0,387.0,131.0,1910.0,-37.82,145.0421,11308.0,2,5,720000.0,1.0,114.0
2,0,815000.0,10.5,2.0,1.0,2.0,589.0,120.0,1930.0,-37.7501,145.0505,2947.0,0,0,407500.0,1.0,94.0
3,0,720000.0,10.5,3.0,1.0,0.0,505.0,131.0,1970.0,-37.7375,145.0555,2947.0,0,0,240000.0,1.5,54.0
4,0,1370000.0,10.5,4.0,2.0,4.0,481.0,131.0,1970.0,-37.746,145.0511,2947.0,0,0,342500.0,1.3333333333333333,54.0
2,0,757000.0,10.5,2.0,2.0,2.0,275.0,131.0,1970.0,-37.7494,145.0538,2947.0,0,0,378500.0,0.6666666666666666,54.0
3,0,740600.0,10.5,3.0,2.0,2.0,337.0,131.0,1970.0,-37.7375,145.0586,2947.0,0,0,246866.66666666666,1.0,54.0
3,0,580000.0,10.5,2.0,1.0,1.0,577.0,131.0,1970.0,-37.7428,145.0532,2947.0,0,0,193333.33333333334,1.5,54.0
2,1,565000.0,10.5,2.0,2.0,1.0,201.0,107.0,2007.0,-37.7426,145.0556,2947.0,0,0,282500.0,0.6666666666666666,17.0
5,0,1587500.0,10.5,4.0,5.0,2.0,599.0,131.0,2013.0,-37.7521,145.0505,2947.0,0,0,317500.0,0.8333333333333334,11.0
3,0,495000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,165000.0,1.5,54.0
3,0,660000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,220000.0,1.5,54.0
4,0,758500.0,10.5,2.0,2.0,3.0,510.0,131.0,1970.0,-37.7427,145.0547,2947.0,0,0,189625.0,1.3333333333333333,54.0
3,0,994000.0,10.5,3.0,2.0,2.0,807.0,192.0,1950.0,-37.7453,145.0559,2947.0,0,0,331333.3333333333,1.0,74.0
3,0,725000.0,10.5,3.0,2.0,1.0,665.0,131.0,1970.0,-37.7505,145.0477,2947.0,0,0,241666.66666666666,1.0,54.0
2,0,725000.0,10.5,2.0,1.0,3.0,577.0,131.0,1955.0,-37.7368,145.0524,2947.0,0,0,362500.0,1.0,69.0
3,0,743000.0,10.5,3.0,1.0,0.0,673.0,131.0,1950.0,-37.7428,145.0494,2947.0,0,0,247666.66666666666,1.5,74.0
3,0,785000.0,10.5,3.0,1.0,0.0,592.0,130.0,1950.0,-37.7477,145.0481,2947.0,0,0,261666.66666666666,1.5,74.0
3,1,620000.0,10.5,3.0,2.0,2.0,215.0,118.0,2005.0,-37.7424,145.0519,2947.0,0,0,206666.66666666666,1.0,19.0
2,0,700000.0,10.5,3.0,2.0,1.0,608.0,131.0,1970.0,-37.7376,145.0488,2947.0,0,0,350000.0,0.6666666666666666,54.0
3,1,706750.0,10.5,3.0,2.0,2.0,250.0,125.0,2012.0,-37.7449,145.0523,2947.0,0,0,235583.33333333334,1.0,12.0
2,0,785000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,392500.0,1.0,54.0
2,0,584000.0,10.5,2.0,1.0,1.0,428.0,84.0,1950.0,-37.7418,145.0513,2947.0,0,0,292000.0,1.0,74.0
3,0,909000.0,10.5,3.0,2.0,2.0,585.0,134.0,1960.0,-37.7358,145.0546,2947.0,0,0,303000.0,1.0,64.0
4,0,1086000.0,10.5,4.0,2.0,2.0,724.0,161.0,1960.0,-37.7404,145.0582,2947.0,0,0,271500.0,1.3333333333333333,64.0
2,0,680000.0,10.5,2.0,1.0,1.0,605.0,78.0,1950.0,-37.7365,145.0545,2947.0,0,0,340000.0,1.0,74.0
2,2,440000.0,10.5,2.0,1.0,2.0,281.0,131.0,1970.0,-37.7429,145.0519,2947.0,0,0,220000.0,1.0,54.0
2,0,650000.0,10.5,2.0,1.0,3.0,620.0,85.0,1950.0,-37.7377,145.0541,2947.0,0,0,325000.0,1.0,74.0
5,0,890000.0,10.5,5.0,2.0,2.0,596.0,172.0,1972.0,-37.7487,145.0522,2947.0,0,0,178000.0,1.6666666666666667,52.0
3,0,650000.0,10.5,3.0,1.0,2.0,582.0,90.0,1955.0,-37.7422,145.05,2947.0,0,0,216666.66666666666,1.5,69.0
3,0,659500.0,10.5,3.0,1.0,1.0,608.0,131.0,1970.0,-37.7361,145.0551,2947.0,0,0,219833.33333333334,1.5,54.0
4,0,890000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,222500.0,2.0,54.0
3,0,755000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,251666.66666666666,1.5,54.0
2,0,780000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,390000.0,1.0,54.0
3,0,725000.0,10.5,3.0,1.0,2.0,580.0,131.0,1970.0,-37.738,145.0563,2947.0,0,0,241666.66666666666,1.5,54.0
2,2,605000.0,10.5,2.0,1.0,1.0,166.0,87.0,2008.0,-37.7416,145.0567,2947.0,0,0,302500.0,1.0,16.0
8,0,770000.0,10.5,8.0,4.0,4.0,638.0,115.0,1960.0,-37.7426,145.048,2947.0,0,0,96250.0,1.6,64.0
3,0,950000.0,10.5,3.0,1.0,2.0,800.0,118.0,1960.0,-37.7406,145.0483,2947.0,0,0,316666.6666666667,1.5,64.0
4,0,856000.0,10.5,4.0,1.0,2.0,722.0,208.0,1975.0,-37.7477,145.0565,2947.0,0,0,214000.0,2.0,49.0
3,0,600000.0,10.5,3.0,2.0,2.0,251.0,200.0,2012.0,-37.7358,145.0559,2947.0,0,0,200000.0,1.0,12.0
2,2,450000.0,10.5,2.0,1.0,1.0,0.0,82.0,1970.0,-37.7359,145.0563,2947.0,0,0,225000.0,1.0,54.0
3,1,620000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,206666.66666666666,1.5,54.0
2,0,675000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,337500.0,1.0,54.0
2,0,1060000.0,10.5,2.0,1.0,0.0,837.0,131.0,1970.0,-37.7389,145.053,2947.0,0,0,530000.0,1.0,54.0
3,0,850000.0,10.5,3.0,1.0,1.0,590.0,131.0,1970.0,-37.7483,145.0479,2947.0,0,0,283333.3333333333,1.5,54.0
2,2,570000.0,10.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2947.0,0,0,285000.0,1.0,54.0
2,0,510000.0,10.5,2.0,1.0,2.0,244.0,131.0,1970.0,-37.7421,145.0491,2947.0,0,0,255000.0,1.0,54.0
3,0,1100000.0,10.5,3.0,1.0,0.0,613.0,131.0,1925.0,-37.7532,145.0554,2947.0,0,0,366666.6666666667,1.5,99.0
3,0,915000.0,10.5,3.0,1.0,1.0,748.0,101.0,1950.0,-37.7416,145.0481,2947.0,0,0,305000.0,1.5,74.0
2,2,400000.0,10.5,2.0,1.0,1.0,127.0,83.0,1970.0,-37.747,145.0575,2947.0,0,0,200000.0,1.0,54.0
2,0,526000.0,10.5,2.0,1.0,1.0,310.0,131.0,1994.0,-37.7389,145.0486,2947.0,0,0,263000.0,1.0,30.0
2,0,570000.0,10.5,2.0,1.0,3.0,428.0,131.0,1970.0,-37.7355,145.0573,2947.0,0,0,285000.0,1.0,54.0
3,0,550000.0,10.5,3.0,1.0,1.0,420.0,90.0,1960.0,-37.7363,145.0506,2947.0,0,0,183333.33333333334,1.5,64.0
2,0,510000.0,10.5,2.0,1.0,1.0,174.0,131.0,1970.0,-37.7433,145.0545,2947.0,0,0,255000.0,1.0,54.0
2,0,590000.0,10.5,2.0,1.0,2.0,586.0,80.0,1955.0,-37.7435,145.0486,2947.0,0,0,295000.0,1.0,69.0
2,0,920000.0,10.5,2.0,1.0,3.0,932.0,97.0,1950.0,-37.7333,145.0588,2947.0,0,0,460000.0,1.0,74.0
2,0,460000.0,10.5,2.0,1.0,2.0,508.0,79.0,1955.0,-37.7428,145.0557,2947.0,0,0,230000.0,1.0,69.0
3,0,662500.0,10.5,3.0,1.0,4.0,552.0,131.0,1970.0,-37.7379,145.0514,2947.0,0,0,220833.33333333334,1.5,54.0
4,0,1000500.0,10.5,4.0,2.0,1.0,592.0,191.0,1950.0,-37.7478,145.0477,2947.0,0,0,250125.0,1.3333333333333333,74.0
3,0,631000.0,10.5,3.0,1.0,1.0,596.0,99.0,1960.0,-37.7432,145.0479,2947.0,0,0,210333.33333333334,1.5,64.0
5,0,765000.0,9.4,3.0,2.0,2.0,415.0,131.0,1970.0,-37.7354,145.0381,2674.0,0,0,153000.0,1.6666666666666667,54.0
3,0,691000.0,9.4,2.0,1.0,2.0,624.0,86.0,1965.0,-37.7456,145.0397,2674.0,0,0,230333.33333333334,1.5,59.0
3,0,560000.0,9.4,3.0,1.0,1.0,523.0,87.0,1960.0,-37.7369,145.0376,2674.0,0,0,186666.66666666666,1.5,64.0
2,0,735000.0,9.4,2.0,1.0,3.0,602.0,131.0,1970.0,-37.7455,145.0452,2674.0,0,0,367500.0,1.0,54.0
3,2,535600.0,9.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2674.0,0,0,178533.33333333334,1.5,54.0
3,0,830000.0,9.4,3.0,2.0,0.0,643.0,131.0,1970.0,-37.737,145.0364,2674.0,0,0,276666.6666666667,1.0,54.0
2,2,470000.0,9.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2674.0,0,0,235000.0,1.0,54.0
3,0,330000.0,9.4,3.0,1.0,1.0,468.0,131.0,1970.0,-37.7357,145.0413,2674.0,0,0,110000.0,1.5,54.0
